Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,KitchenQual,GarageCars,PoolQC,MoSold,YrSold,SaleType,SalePrice
221,20,RL,73,8990,Inside,CollgCr,1Fam,1Story,7,2006,2006,Gd,Gd,2,NA,4,2006,New,204900
222,60,RL,NA,8068,Inside,Gilbert,1Fam,2Story,6,2002,2002,Gd,Gd,2,NA,12,2009,ConLI,200000
223,60,RL,85,11475,Inside,NWAmes,1Fam,2Story,6,1975,1975,TA,TA,2,NA,2,2006,WD,179900
224,20,RL,70,10500,FR2,NAmes,1Fam,1Story,4,1971,1971,TA,TA,2,NA,3,2009,WD,97000
225,20,RL,103,13472,Inside,NridgHt,1Fam,1Story,10,2003,2003,Ex,Ex,3,NA,6,2009,WD,386250
226,160,RM,21,1680,Inside,BrDale,Twnhs,2Story,5,1971,1971,TA,TA,1,NA,5,2009,COD,112000
227,60,RL,82,9950,Inside,NoRidge,1Fam,2Story,7,1995,1995,Gd,Gd,3,NA,6,2007,WD,290000
228,160,RM,21,1869,Inside,BrDale,Twnhs,2Story,6,1970,1970,TA,TA,1,NA,9,2008,WD,106000
229,20,RL,70,8521,FR2,Sawyer,1Fam,1Story,5,1967,1967,TA,TA,1,NA,5,2010,WD,125000
230,120,RL,43,3182,Inside,Blmngtn,TwnhsE,1Story,7,2005,2006,Gd,Gd,2,NA,5,2009,WD,192500
231,20,RL,73,8760,Inside,NAmes,1Fam,1Story,6,1959,1959,TA,TA,1,NA,4,2010,WD,148000
232,60,RL,174,15138,Inside,NoRidge,1Fam,2Story,8,1995,1996,Gd,Ex,3,NA,7,2009,WD,403000
233,160,RM,21,1680,Inside,BrDale,Twnhs,2Story,6,1972,1972,TA,TA,1,NA,6,2006,WD,94500
234,20,RL,75,10650,Corner,CollgCr,1Fam,1Story,5,1976,1976,TA,TA,1,NA,2,2010,WD,128200
235,60,RL,NA,7851,Inside,Gilbert,1Fam,2Story,6,2002,2002,Gd,Gd,2,NA,5,2010,WD,216500
236,160,RM,21,1680,Inside,BrDale,TwnhsE,2Story,6,1971,1971,TA,TA,1,NA,8,2008,WD,89500
237,20,RL,65,8773,FR2,CollgCr,1Fam,1Story,7,2004,2004,Gd,Gd,2,NA,5,2010,WD,185500
238,60,RL,NA,9453,CulDSac,SawyerW,1Fam,2Story,7,1993,2003,Gd,Gd,2,NA,2,2010,WD,194500
239,20,RL,93,12030,Inside,NridgHt,1Fam,1Story,8,2007,2007,Ex,Gd,3,NA,12,2007,New,318000
240,50,RL,52,8741,Inside,Edwards,1Fam,1.5Fin,6,1945,1950,TA,TA,1,NA,4,2010,WD,113000
241,20,FV,75,9000,Inside,Somerst,1Fam,1Story,8,2008,2008,Gd,Gd,2,NA,4,2010,WD,262500
242,30,RM,40,3880,Inside,OldTown,1Fam,1Story,5,1945,1997,TA,Gd,0,NA,8,2007,WD,110500
243,50,RM,63,5000,Corner,OldTown,1Fam,1.5Fin,5,1900,1950,TA,TA,1,NA,4,2006,WD,79000
244,160,RL,75,10762,Corner,SawyerW,TwnhsE,2Story,6,1980,1980,TA,TA,1,NA,4,2009,WD,120000
245,60,RL,NA,8880,Inside,SawyerW,1Fam,2Story,7,1994,2002,Gd,Gd,2,NA,5,2010,WD,205000
246,20,RL,80,10400,Inside,NWAmes,1Fam,1Story,7,1988,1988,TA,TA,2,NA,6,2006,WD,241500
247,190,RM,69,9142,Inside,OldTown,2fmCon,2Story,6,1910,1950,TA,Fa,1,NA,4,2006,WD,137000
248,20,RL,75,11310,Inside,NAmes,1Fam,1Story,6,1954,1954,TA,TA,2,NA,6,2006,WD,140000
249,60,RL,72,11317,Inside,CollgCr,1Fam,2Story,7,2003,2003,Gd,Gd,2,NA,9,2007,WD,180000
250,50,RL,NA,159000,CulDSac,ClearCr,1Fam,1.5Fin,6,1958,2006,Gd,Gd,2,NA,6,2007,WD,277000
251,30,RL,55,5350,Inside,BrkSide,1Fam,1Story,3,1940,1966,TA,Fa,0,NA,5,2010,WD,76500
252,120,RM,44,4750,Inside,Crawfor,TwnhsE,1Story,8,2006,2007,Gd,Gd,2,NA,12,2007,WD,235000
253,60,RL,65,8366,Inside,SawyerW,1Fam,2Story,6,2004,2004,Gd,Gd,2,NA,12,2008,WD,173000
254,80,RL,85,9350,Inside,NAmes,1Fam,SLvl,6,1964,1991,TA,Gd,1,NA,10,2007,CWD,158000
255,20,RL,70,8400,Inside,NAmes,1Fam,1Story,5,1957,1957,TA,TA,1,NA,6,2010,WD,145000
256,60,RL,66,8738,Inside,Gilbert,1Fam,2Story,7,1999,1999,Gd,Gd,2,NA,2,2006,WD,230000
257,60,FV,64,8791,Inside,Somerst,1Fam,2Story,6,2003,2003,Gd,Gd,2,NA,5,2008,WD,207500
258,20,RL,68,8814,Inside,CollgCr,1Fam,1Story,7,2006,2006,Gd,Gd,2,NA,3,2009,WD,220000
259,60,RL,80,12435,Inside,CollgCr,1Fam,2Story,7,2001,2001,Gd,Gd,2,NA,5,2008,WD,231500
260,20,RM,70,12702,Inside,OldTown,1Fam,1Story,5,1956,1956,TA,TA,1,NA,12,2008,WD,97000
261,80,RL,120,19296,Corner,NAmes,1Fam,SLvl,6,1962,1962,TA,TA,2,NA,5,2009,WD,176000
262,60,RL,69,9588,Inside,CollgCr,1Fam,2Story,8,2007,2007,Gd,Ex,3,NA,11,2007,New,276000
263,80,RL,88,8471,Corner,Sawyer,1Fam,SLvl,6,1977,1995,TA,TA,2,NA,7,2006,WD,151000
264,50,RM,50,5500,Corner,OldTown,1Fam,1.5Fin,5,1929,2001,TA,TA,2,NA,4,2010,WD,130000
265,30,RM,30,5232,Inside,OldTown,1Fam,1Story,5,1925,2004,TA,TA,2,NA,6,2008,WD,73000
266,20,RL,78,12090,Inside,NWAmes,1Fam,1Story,6,1981,1981,TA,Gd,2,NA,6,2008,WD,175500
267,60,RL,70,11207,FR2,Gilbert,1Fam,2Story,6,1997,1997,TA,TA,2,NA,6,2006,WD,185000
268,75,RL,60,8400,Inside,SWISU,1Fam,2.5Fin,5,1939,1997,TA,Gd,1,NA,7,2008,WD,179500
269,30,RM,71,6900,Inside,IDOTRR,1Fam,1Story,5,1940,1955,TA,TA,1,NA,2,2008,WD,120500
270,20,RL,NA,7917,Corner,Edwards,1Fam,1Story,6,1976,1976,TA,TA,1,NA,5,2007,WD,148000
271,60,FV,84,10728,Inside,Somerst,1Fam,2Story,8,2006,2006,Gd,Gd,3,NA,8,2006,New,266000
272,20,RL,73,39104,CulDSac,ClearCr,1Fam,1Story,7,1954,2005,TA,TA,2,NA,4,2008,WD,241500
273,60,RL,92,11764,CulDSac,NoRidge,1Fam,2Story,8,1999,2007,Gd,Gd,3,NA,4,2010,WD,290000
274,20,RL,80,9600,Inside,NAmes,1Fam,1Story,6,1958,1988,TA,TA,1,NA,4,2009,WD,139000
275,20,RL,76,8314,Corner,Mitchel,1Fam,1Story,5,1982,1982,TA,TA,1,NA,6,2007,WD,124500
276,50,RL,55,7264,Inside,BrkSide,1Fam,1.5Fin,7,1925,2007,Gd,Ex,2,NA,10,2009,WD,205000
277,20,RL,129,9196,Inside,Mitchel,1Fam,1Story,7,2003,2003,Gd,Gd,2,NA,4,2010,WD,201000
278,20,RL,140,19138,Corner,Gilbert,1Fam,1Story,4,1951,1951,TA,TA,2,NA,6,2010,WD,141000
279,20,RL,107,14450,Inside,NridgHt,1Fam,1Story,9,2006,2007,Ex,Ex,3,NA,5,2007,New,415298
280,60,RL,83,10005,Inside,ClearCr,1Fam,2Story,7,1977,1977,TA,TA,2,NA,3,2008,WD,192000
281,60,RL,82,11287,Inside,SawyerW,1Fam,2Story,7,1989,1989,Gd,Gd,2,NA,1,2007,WD,228500
282,20,FV,60,7200,Inside,Somerst,1Fam,1Story,6,2006,2006,Gd,Gd,2,NA,5,2006,New,185000
283,120,RL,34,5063,Inside,NridgHt,Twnhs,1Story,7,2007,2008,Gd,Gd,2,NA,4,2009,ConLw,207500
284,20,RL,74,9612,Inside,Somerst,1Fam,1Story,8,2008,2009,Gd,Gd,3,NA,12,2009,New,244600
285,120,RL,50,8012,Inside,SawyerW,TwnhsE,1Story,6,1992,1992,Gd,Gd,2,NA,7,2007,WD,179200
286,160,FV,35,4251,Inside,Somerst,TwnhsE,2Story,7,2006,2007,Gd,Gd,2,NA,6,2007,New,164700
287,50,RL,77,9786,Inside,NAmes,1Fam,1.5Fin,6,1962,1981,TA,Gd,2,NA,6,2006,WD,159000
288,20,RL,NA,8125,Corner,NAmes,1Fam,1Story,4,1971,1971,TA,TA,0,NA,6,2006,WD,88000
289,20,RL,NA,9819,Inside,Sawyer,1Fam,1Story,5,1967,1967,TA,TA,1,NA,2,2010,WD,122000
290,70,RL,60,8730,Inside,BrkSide,1Fam,2Story,6,1915,2003,TA,TA,1,NA,7,2007,WD,153575
291,60,RL,120,15611,Inside,CollgCr,1Fam,2Story,8,2006,2006,Gd,Gd,2,NA,7,2006,New,233230
292,190,RL,55,5687,Inside,SWISU,2fmCon,2Story,5,1912,2000,TA,Fa,0,NA,3,2008,WD,135900
293,50,RL,60,11409,Inside,Edwards,1Fam,1.5Fin,5,1949,2008,TA,TA,1,NA,1,2009,WD,131000
294,60,RL,NA,16659,Corner,NWAmes,1Fam,2Story,7,1977,1994,TA,Gd,2,NA,3,2006,WD,235000
295,20,RL,80,9600,Inside,NAmes,1Fam,1Story,6,1953,1953,TA,TA,2,NA,10,2009,WD,167000
296,80,RL,37,7937,CulDSac,Mitchel,1Fam,SLvl,6,1984,1984,TA,TA,2,NA,3,2006,WD,142500
297,50,RM,75,13710,Inside,IDOTRR,1Fam,1.5Fin,5,1950,1950,TA,TA,1,NA,6,2007,WD,152000
298,60,FV,66,7399,Inside,Somerst,1Fam,2Story,7,1997,1998,Gd,Gd,2,NA,6,2007,WD,239000
299,60,RL,90,11700,Inside,NWAmes,1Fam,2Story,6,1968,1968,Gd,TA,2,NA,6,2007,WD,175000
300,20,RL,80,14000,Inside,Crawfor,1Fam,1Story,6,1950,2004,TA,Gd,1,NA,8,2009,WD,158500
301,190,RL,90,15750,Corner,Crawfor,2fmCon,1Story,5,1953,1953,TA,TA,1,NA,6,2006,WD,157000
302,60,RL,66,16226,Inside,CollgCr,1Fam,2Story,8,1998,1999,Gd,Gd,2,NA,5,2007,WD,267000
303,20,RL,118,13704,Corner,CollgCr,1Fam,1Story,7,2001,2002,Gd,Gd,3,NA,1,2006,WD,205000
304,20,RL,70,9800,Corner,CollgCr,1Fam,1Story,5,1972,1972,TA,TA,2,NA,7,2006,WD,149900
305,75,RM,87,18386,Inside,OldTown,1Fam,2.5Fin,7,1880,2002,TA,Gd,3,NA,5,2008,WD,295000
306,20,RL,80,10386,Inside,CollgCr,1Fam,1Story,8,2004,2005,Gd,Gd,3,NA,7,2007,WD,305900
307,60,RL,116,13474,Inside,SawyerW,1Fam,2Story,7,1990,1991,Gd,Gd,3,NA,6,2007,WD,225000
308,50,RM,NA,7920,Inside,IDOTRR,1Fam,1.5Fin,6,1920,1950,TA,Fa,0,NA,3,2008,WD,89500
309,30,RL,NA,12342,Inside,Edwards,1Fam,1Story,4,1940,1950,TA,TA,2,NA,3,2009,WD,82500
310,20,RL,90,12378,Inside,NridgHt,1Fam,1Story,9,2003,2004,Gd,Ex,3,NA,11,2006,WD,360000
311,60,RL,NA,7685,Inside,Gilbert,1Fam,2Story,6,1993,1994,TA,Gd,2,NA,5,2006,WD,165600
312,20,RL,50,8000,Inside,NAmes,1Fam,1Story,6,1948,2002,TA,TA,1,NA,5,2009,WD,132000
313,190,RM,65,7800,Inside,OldTown,2fmCon,1.5Fin,5,1939,1950,TA,TA,2,NA,5,2006,WD,119900
314,20,RL,150,215245,Inside,Timber,1Fam,1Story,7,1965,1965,TA,TA,2,NA,6,2009,WD,375000
315,70,RM,60,9600,Inside,OldTown,1Fam,2Story,7,1925,1990,TA,Ex,2,NA,8,2006,WD,178000
316,60,RL,71,7795,Inside,Gilbert,1Fam,2Story,7,2004,2005,Gd,Gd,2,NA,7,2009,WD,188500
317,60,RL,94,13005,Corner,NWAmes,1Fam,2Story,7,1980,1980,Gd,Ex,2,NA,8,2009,WD,260000
318,60,FV,75,9000,Inside,Somerst,1Fam,2Story,8,2006,2006,Gd,Gd,3,NA,12,2007,WD,270000
319,60,RL,90,9900,Inside,NoRidge,1Fam,2Story,7,1993,1993,Gd,Gd,3,NA,4,2009,WD,260000
320,80,RL,NA,14115,Inside,NWAmes,1Fam,SLvl,7,1980,1980,TA,TA,2,NA,6,2009,WD,187500
321,60,RL,111,16259,Corner,NridgHt,1Fam,2Story,9,2006,2006,TA,Gd,3,NA,9,2006,New,342643
322,60,RL,99,12099,Inside,NridgHt,1Fam,2Story,8,2004,2004,Gd,Gd,3,NA,6,2007,WD,354000
323,60,RL,86,10380,Inside,SawyerW,1Fam,2Story,7,1986,1987,Gd,Gd,2,NA,8,2007,WD,301000
324,20,RM,49,5820,Inside,OldTown,1Fam,1Story,3,1955,2005,TA,TA,1,NA,7,2006,WD,126175
325,80,RL,96,11275,Corner,NAmes,1Fam,SLvl,7,1967,2007,Gd,Gd,2,NA,6,2010,WD,242000
326,45,RM,50,5000,Inside,IDOTRR,1Fam,1.5Unf,5,1941,1950,TA,TA,2,NA,12,2007,WD,87000
327,120,RL,32,10846,CulDSac,Veenker,TwnhsE,1Story,8,1993,1993,Gd,Gd,2,NA,5,2008,Con,324000
328,20,RL,80,11600,Inside,NAmes,1Fam,1Story,6,1960,1960,TA,TA,1,NA,4,2006,WD,145250
329,75,RL,NA,11888,Inside,BrkSide,1Fam,2.5Unf,6,1916,1994,TA,Gd,2,NA,7,2009,WD,214500
330,70,RM,60,6402,Corner,IDOTRR,1Fam,2Story,5,1920,1950,TA,TA,1,NA,7,2009,WD,78000
331,90,RL,NA,10624,Inside,NAmes,Duplex,1Story,5,1964,1964,TA,TA,1,NA,11,2007,WD,119000
332,20,RL,70,8176,Inside,NAmes,1Fam,1Story,5,1958,1992,TA,TA,1,NA,8,2007,WD,139000
333,20,RL,85,10655,Inside,NridgHt,1Fam,1Story,8,2003,2004,Gd,Gd,3,NA,10,2009,WD,284000
334,120,RM,59,8198,FR3,NridgHt,TwnhsE,1Story,7,2004,2004,Gd,Gd,2,NA,7,2008,WD,207000
335,60,RL,59,9042,Inside,Gilbert,1Fam,2Story,6,1998,1998,TA,TA,2,NA,7,2008,WD,192000
336,190,RL,NA,164660,Corner,Timber,2fmCon,1.5Fin,5,1965,1965,TA,TA,2,NA,8,2008,WD,228950
337,20,RL,86,14157,Corner,StoneBr,1Fam,1Story,9,2005,2006,Gd,Gd,3,NA,7,2007,WD,377426
338,20,RL,70,9135,Inside,CollgCr,1Fam,1Story,7,2002,2003,Gd,Gd,2,NA,12,2008,WD,214000
339,20,RL,91,14145,Corner,NWAmes,1Fam,1Story,7,1984,1998,Gd,Gd,2,NA,5,2006,WD,202500
340,20,RL,66,12400,Inside,NAmes,1Fam,1Story,6,1958,1998,TA,TA,1,NA,6,2009,WD,155000
341,60,RL,85,14191,Inside,Timber,1Fam,2Story,8,2002,2002,Gd,Gd,2,NA,4,2010,WD,202900
342,20,RH,60,8400,Inside,SawyerW,1Fam,1Story,4,1950,1950,Fa,TA,1,NA,9,2009,WD,82000
343,90,RL,NA,8544,Inside,NAmes,Duplex,1Story,3,1949,1950,TA,TA,2,NA,5,2006,WD,87500
344,120,RL,63,8849,Inside,NridgHt,TwnhsE,1Story,9,2005,2005,Ex,Ex,2,NA,7,2008,WD,266000
345,160,RM,36,2592,Inside,MeadowV,TwnhsE,2Story,5,1976,1976,TA,TA,1,NA,4,2010,WD,85000
346,50,RL,65,6435,Inside,BrkSide,1Fam,1.5Fin,6,1939,1950,TA,Fa,1,NA,10,2006,WD,140200
347,20,RL,NA,12772,CulDSac,NAmes,1Fam,1Story,6,1960,1998,TA,TA,1,NA,4,2007,WD,151500
348,20,RL,NA,17600,Inside,NAmes,1Fam,1Story,6,1960,1960,TA,TA,2,NA,12,2009,WD,157500
349,160,RL,36,2448,Inside,NridgHt,Twnhs,2Story,7,2003,2004,Gd,Gd,2,NA,10,2008,WD,154000
350,60,RL,56,20431,Inside,NridgHt,1Fam,2Story,9,2005,2006,Ex,Ex,3,NA,4,2006,New,437154
351,120,RL,68,7820,Inside,NridgHt,TwnhsE,1Story,9,2007,2007,Ex,Ex,2,NA,12,2007,New,318061
352,120,RL,NA,5271,Inside,ClearCr,1Fam,1Story,7,1986,1986,TA,Gd,2,NA,12,2006,WD,190000
353,50,RL,60,9084,Inside,Edwards,1Fam,1.5Fin,5,1941,1950,TA,TA,1,NA,3,2008,ConLw,95000
354,30,RM,60,8520,Inside,OldTown,1Fam,1Story,6,1928,2003,TA,TA,2,NA,5,2010,WD,105900
355,50,RL,60,8400,Inside,SWISU,1Fam,1.5Fin,6,1940,2000,TA,TA,1,NA,6,2006,WD,140000
356,20,RL,105,11249,Inside,CollgCr,1Fam,1Story,6,1995,1995,Gd,Gd,2,NA,8,2007,WD,177500
357,20,RL,NA,9248,Inside,Gilbert,1Fam,1Story,6,1992,1992,TA,Gd,2,NA,7,2009,WD,173000
358,120,RM,44,4224,Inside,MeadowV,TwnhsE,1Story,5,1976,1976,TA,TA,2,NA,8,2007,WD,134000
359,80,RL,92,6930,Inside,ClearCr,1Fam,SLvl,5,1958,1958,TA,Gd,1,NA,7,2006,WD,130000
360,60,RL,78,12011,CulDSac,NoRidge,1Fam,2Story,8,1998,1998,Gd,Gd,2,NA,6,2006,WD,280000
361,85,RL,NA,7540,CulDSac,Mitchel,1Fam,SFoyer,6,1978,1978,TA,TA,2,NA,6,2007,WD,156000
362,50,RL,NA,9144,Inside,BrkSide,1Fam,1.5Fin,5,1940,1982,TA,TA,1,NA,7,2008,WD,145000
363,85,RL,64,7301,Corner,Edwards,1Fam,SFoyer,7,2003,2003,Gd,Gd,2,NA,7,2009,ConLD,198500
364,160,RM,21,1680,Inside,BrDale,Twnhs,2Story,6,1972,2007,TA,Gd,1,NA,5,2009,WD,118000
365,60,RL,NA,18800,FR2,NWAmes,1Fam,2Story,6,1976,1976,TA,TA,2,NA,7,2006,WD,190000
366,70,RM,59,10690,Inside,IDOTRR,1Fam,2Story,5,1920,1997,TA,TA,1,NA,7,2009,WD,147000
367,20,RL,NA,9500,Inside,NAmes,1Fam,1Story,6,1963,1963,TA,TA,2,NA,7,2009,WD,159000
368,80,RL,101,9150,Corner,NAmes,1Fam,SLvl,6,1962,1962,TA,TA,1,NA,12,2008,WD,165000
369,20,RL,78,7800,Inside,NAmes,1Fam,1Story,5,1954,1954,TA,TA,1,NA,3,2010,WD,132000
370,20,RL,NA,9830,Corner,NAmes,1Fam,1Story,5,1959,2006,TA,Gd,2,NA,3,2010,WD,162000
371,60,RL,NA,8121,Inside,Gilbert,1Fam,2Story,6,2000,2000,TA,TA,2,NA,1,2006,WD,172400
372,50,RL,80,17120,Inside,ClearCr,1Fam,1.5Fin,4,1959,1959,TA,TA,2,NA,7,2008,WD,134432
373,120,RL,50,7175,Inside,SawyerW,TwnhsE,1Story,6,1984,1984,TA,TA,1,NA,2,2010,WD,125000
374,20,RL,79,10634,Inside,NAmes,1Fam,1Story,5,1953,1953,TA,TA,1,NA,11,2009,WD,123000
375,60,RL,65,8200,Inside,CollgCr,1Fam,2Story,7,2003,2004,Gd,Gd,2,NA,7,2007,WD,219500
376,30,RL,NA,10020,Inside,Edwards,1Fam,1Story,1,1922,1950,Fa,Fa,0,NA,3,2009,WD,61000
377,85,RL,57,8846,CulDSac,CollgCr,1Fam,SFoyer,5,1996,1996,Gd,TA,2,NA,7,2006,WD,148000
378,60,FV,102,11143,Corner,Somerst,1Fam,2Story,8,2004,2005,Gd,Gd,2,NA,12,2007,WD,340000
379,20,RL,88,11394,Corner,StoneBr,1Fam,1Story,9,2010,2010,Gd,Ex,3,NA,6,2010,New,394432
380,60,RL,60,8123,Inside,Gilbert,1Fam,2Story,6,2000,2000,TA,TA,2,NA,6,2009,WD,179000
381,50,RL,50,5000,Inside,SWISU,1Fam,1.5Fin,5,1924,1950,TA,Gd,1,NA,5,2010,WD,127000
382,20,FV,60,7200,Inside,Somerst,1Fam,1Story,7,2006,2006,Gd,Gd,2,NA,8,2006,New,187750
383,60,RL,79,9245,Inside,CollgCr,1Fam,2Story,7,2006,2006,Gd,Gd,2,NA,4,2007,WD,213500
384,45,RH,60,9000,Corner,SawyerW,1Fam,1.5Unf,6,1928,1950,TA,TA,2,NA,10,2009,WD,76000
385,60,RL,NA,53107,Corner,ClearCr,1Fam,2Story,6,1992,1992,Gd,Gd,2,NA,6,2007,WD,240000
386,120,RL,43,3182,Inside,Blmngtn,TwnhsE,1Story,8,2004,2005,Gd,Gd,2,NA,4,2010,WD,192000
387,50,RL,58,8410,FR2,Edwards,1Fam,1.5Fin,5,1910,1996,TA,TA,0,NA,5,2006,WD,81000
388,80,RL,72,7200,Inside,Edwards,1Fam,SLvl,6,1976,1976,TA,TA,1,NA,10,2009,WD,125000
389,20,RL,93,9382,CulDSac,CollgCr,1Fam,1Story,7,1999,2000,Gd,Gd,2,NA,7,2008,WD,191000
390,60,RL,96,12474,Inside,NridgHt,1Fam,2Story,10,2007,2008,Ex,Ex,3,NA,8,2008,New,426000
391,50,RL,50,8405,Inside,Edwards,1Fam,1.5Fin,5,1900,1950,TA,TA,1,NA,4,2008,WD,119000
392,60,RL,71,12209,CulDSac,Mitchel,1Fam,2Story,6,2001,2002,TA,Gd,2,NA,6,2009,WD,215000
393,20,RL,NA,8339,Inside,NAmes,1Fam,1Story,5,1959,1959,TA,TA,1,NA,7,2007,WD,106500
394,30,RL,NA,7446,Corner,BrkSide,1Fam,1Story,4,1941,1950,TA,TA,0,NA,4,2006,WD,100000
395,50,RL,60,10134,Inside,OldTown,1Fam,1.5Fin,5,1940,1950,TA,TA,1,NA,7,2007,WD,109000
396,20,RL,68,9571,Inside,Edwards,1Fam,1Story,5,1956,1956,TA,TA,1,NA,6,2010,WD,129000
397,20,RL,60,7200,Inside,CollgCr,1Fam,1Story,5,1972,1972,TA,TA,2,NA,9,2009,WD,123000
398,60,RL,69,7590,Inside,NAmes,1Fam,2Story,5,1962,1962,TA,TA,1,NA,7,2007,WD,169500
399,30,RM,60,8967,Corner,IDOTRR,1Fam,1Story,5,1920,1950,TA,TA,1,NA,11,2007,WD,67000
400,60,FV,65,8125,Inside,Somerst,1Fam,2Story,7,2006,2007,Gd,Gd,2,NA,10,2009,WD,241000
401,120,RL,38,14963,Inside,Veenker,TwnhsE,1Story,8,1996,1996,Gd,Ex,2,NA,12,2008,WD,245500
402,20,RL,65,8767,Inside,CollgCr,1Fam,1Story,7,2005,2005,Gd,Gd,2,NA,7,2006,New,164990
403,30,RL,60,10200,Inside,Sawyer,1Fam,1Story,5,1940,1997,TA,TA,1,NA,8,2008,WD,108000
404,60,RL,93,12090,Corner,NoRidge,1Fam,2Story,8,1998,1998,Gd,Gd,2,NA,7,2006,WD,258000
405,60,RL,NA,10364,Inside,Gilbert,1Fam,2Story,6,1995,1996,TA,TA,2,NA,5,2007,WD,168000
406,20,RL,NA,9991,Corner,Sawyer,1Fam,1Story,4,1976,1993,TA,TA,2,NA,6,2009,WD,150000
407,50,RL,51,10480,Inside,SWISU,1Fam,1.5Fin,6,1936,1950,TA,TA,1,NA,3,2008,WD,115000
408,70,RL,63,15576,Inside,Crawfor,1Fam,2Story,6,1915,1976,TA,TA,1,NA,3,2008,WD,177000
409,60,RL,109,14154,Corner,NridgHt,1Fam,2Story,7,2006,2006,Gd,Gd,3,NA,8,2007,New,280000
410,60,FV,85,10800,Inside,Somerst,1Fam,2Story,8,2007,2008,Gd,Ex,3,NA,4,2008,New,339750
411,20,RL,68,9571,Inside,Edwards,1Fam,1Story,5,1958,1958,TA,TA,1,NA,6,2009,COD,60000
412,190,RL,100,34650,Inside,Gilbert,2fmCon,1Story,5,1955,1955,TA,TA,2,NA,1,2006,WD,145000
413,20,FV,NA,4403,Inside,Somerst,1Fam,1Story,7,2009,2009,Ex,Gd,2,NA,6,2010,New,222000
414,30,RM,56,8960,Inside,OldTown,1Fam,1Story,5,1927,1950,TA,TA,2,NA,3,2010,WD,115000
415,60,RL,59,11228,CulDSac,SawyerW,1Fam,2Story,7,1993,1993,Gd,Gd,3,NA,12,2008,WD,228000
416,20,RL,73,8899,Inside,Gilbert,1Fam,1Story,7,2007,2007,Gd,Gd,2,NA,8,2007,New,181134
417,60,RL,74,7844,Inside,Sawyer,1Fam,2Story,6,1978,1978,TA,TA,2,NA,3,2006,WD,149500
418,70,RL,86,22420,Inside,Crawfor,1Fam,2Story,6,1918,1950,TA,TA,3,NA,11,2007,WD,239000
419,50,RL,60,8160,Inside,Edwards,1Fam,1.5Fin,5,1940,1950,TA,TA,1,NA,4,2007,WD,126000
420,20,RL,65,8450,Inside,NAmes,1Fam,1Story,5,1968,1968,TA,TA,1,NA,7,2010,WD,142000
421,90,RM,78,7060,Inside,Mitchel,Duplex,SFoyer,7,1997,1998,TA,TA,4,NA,11,2008,WD,206300
422,20,RL,NA,16635,FR2,NWAmes,1Fam,1Story,6,1977,2000,Gd,Gd,2,NA,6,2009,WD,215000
423,20,RL,100,21750,Inside,Mitchel,1Fam,1Story,5,1954,1954,TA,TA,2,NA,2,2008,WD,113000
424,60,RL,80,9200,Inside,NoRidge,1Fam,2Story,8,1998,1998,Gd,Gd,3,NA,6,2008,WD,315000
425,20,RL,72,9000,Inside,NAmes,1Fam,1Story,6,1956,1956,TA,TA,1,NA,5,2008,WD,139000
426,60,RM,60,3378,Inside,OldTown,1Fam,2Story,7,1946,1992,TA,TA,1,NA,9,2009,WD,135000
427,80,RL,NA,12800,Inside,SawyerW,1Fam,SLvl,7,1989,1989,Gd,Gd,2,NA,8,2009,WD,275000
428,20,RL,77,8593,Inside,NAmes,1Fam,1Story,4,1957,1957,TA,TA,1,NA,7,2008,WD,109008
429,20,RL,64,6762,Inside,CollgCr,1Fam,1Story,7,2007,2007,Gd,Gd,2,NA,9,2007,New,195400
430,20,RL,130,11457,Corner,Timber,1Fam,1Story,6,1988,1988,TA,Gd,2,NA,3,2009,WD,175000
431,160,RM,21,1680,Inside,BrDale,Twnhs,2Story,6,1971,1971,TA,TA,1,NA,7,2008,COD,85400
432,50,RM,60,5586,Inside,OldTown,1Fam,1.5Fin,6,1920,1998,TA,TA,0,NA,9,2008,ConLD,79900
433,160,RM,24,1920,Inside,BrDale,TwnhsE,2Story,5,1971,1971,TA,TA,2,NA,8,2007,WD,122500
434,60,RL,100,10839,Corner,Gilbert,1Fam,2Story,6,1997,1998,TA,TA,2,NA,7,2008,WD,181000
435,180,RM,21,1890,Inside,MeadowV,Twnhs,SFoyer,4,1972,1972,TA,TA,0,NA,6,2008,WD,81000
436,60,RL,43,10667,CulDSac,CollgCr,1Fam,2Story,7,1996,1996,Gd,Gd,2,NA,4,2009,ConLw,212000
437,50,RM,40,4400,Inside,OldTown,1Fam,1.5Fin,6,1920,1950,TA,TA,2,NA,10,2006,WD,116000
438,45,RM,50,6000,Inside,BrkSide,1Fam,1.5Unf,6,1926,2004,Gd,TA,1,NA,1,2009,WD,119000
439,30,RL,40,4280,Inside,Crawfor,1Fam,1Story,5,1913,2002,TA,Gd,1,NA,3,2007,WD,90350
440,50,RL,67,12354,Corner,Edwards,1Fam,1.5Fin,6,1920,2000,TA,Gd,2,NA,8,2009,ConLI,110000
441,20,RL,105,15431,Inside,NridgHt,1Fam,1Story,10,2008,2008,Ex,Ex,3,NA,4,2009,WD,555000
442,90,RL,92,12108,Inside,Edwards,Duplex,1Story,4,1955,1955,TA,Fa,0,NA,9,2008,WD,118000
